nr_pessoa_juridica,status_diferenciada,status_especial,Porte_Grande,Porte_Médio,Porte_Pequeno,cluster
2589874,0,0,0,0,1,1
17773789,0,0,0,0,1,0
24401351,0,0,0,0,1,3
7947588,1,0,1,0,0,2
1132372,0,0,0,0,1,0
2463029,0,0,0,0,1,0
3171714,0,0,0,0,1,0
25465238,0,0,0,0,1,3
17689930,0,0,0,0,1,0
17383305,0,0,0,0,1,3
35352484,0,0,0,0,1,3
9194347,0,0,0,0,1,3
8980946,0,0,0,0,1,0
10632069,0,0,0,0,1,2
27528689,0,0,0,0,1,0
5259591,0,0,0,0,1,0
597970,0,0,0,0,1,2
21129459,0,0,0,0,1,3
14833382,0,0,0,0,1,0
26580161,0,0,0,0,1,1
4095727,0,0,0,0,1,0
11221733,0,0,0,0,1,2
3568408,0,0,0,0,1,3
23150453,0,0,0,0,1,2
28559361,0,0,0,0,1,3
9225556,0,0,0,0,1,0
16096476,0,0,0,0,1,1
23801593,0,0,0,0,1,3
14927819,0,0,0,0,1,0
14673598,0,0,0,0,1,1
30613268,0,0,0,0,1,3
14429088,0,0,0,0,1,0
2742744,0,0,0,0,1,0
22056046,0,0,0,0,1,0
12379424,0,0,0,0,1,0
14837339,0,0,0,0,1,0
24686950,0,0,0,0,1,1
8893690,0,0,0,0,1,2
16730966,0,0,0,0,1,0
4057190,0,0,0,0,1,3
4172799,0,0,0,1,0,2
16965742,0,0,0,0,1,0
19623692,0,0,0,0,1,0
27527463,0,0,0,0,1,3
18798350,0,0,0,0,1,0
16393115,0,0,0,0,1,0
18777640,0,0,0,0,1,1
23121747,0,0,0,0,1,0
15883595,0,0,0,0,1,0
17281127,0,0,0,1,0,2
833391,0,0,0,0,1,0
2306302,0,0,0,0,1,2
31054421,0,0,0,0,1,1
12032250,0,0,0,0,1,0
3561958,0,0,0,0,1,0
3632622,0,0,0,0,1,0
2861026,0,0,0,0,1,2
12911043,0,0,0,0,1,0
1698253,0,0,0,0,1,2
9555994,0,0,0,0,1,3
17782118,0,0,0,0,1,3
1785286,0,0,0,0,1,0
2521381,0,0,0,0,1,0
27819110,0,0,0,0,1,0
14189243,0,0,0,0,1,3
4411698,0,0,0,0,1,0
20286118,0,0,0,0,1,0
17412045,0,0,0,0,1,3
8238737,0,0,0,0,1,0
7955347,0,0,0,0,1,0
7093425,0,0,0,0,1,0
12768252,0,0,0,0,1,1
17936603,0,0,0,0,1,0
19709236,0,0,0,0,1,1
27640983,0,0,0,0,1,1
10291355,0,0,0,0,1,0
31097705,0,0,0,0,1,0
15964191,0,0,0,0,1,0
21556157,1,0,1,0,0,2
21758292,0,0,0,0,1,3
14569336,0,0,0,0,1,1
4113435,0,0,0,0,1,0
17645432,0,0,0,0,1,0
21268811,0,0,0,0,1,3
22091496,0,0,0,0,1,0
7262163,0,0,0,0,1,0
2171367,0,0,0,0,1,3
8283515,0,0,0,0,1,0
29151609,0,0,0,0,1,0
11555408,0,0,0,0,1,0
22365267,0,0,0,0,1,3
4056254,0,0,0,0,1,0
3639768,0,0,0,0,1,0
23978769,0,0,0,0,1,0
17442720,0,0,0,0,1,0
11596777,0,0,0,0,1,0
23085376,0,0,0,0,1,3
14409533,0,0,0,0,1,0
484473,0,0,0,0,1,0
21591352,0,0,0,0,1,0
2458383,0,0,0,0,1,0
35198274,0,0,0,0,1,0
20213537,0,0,0,0,1,1
34796206,0,0,0,0,1,3
11956477,0,0,0,0,1,2
11546398,0,0,0,0,1,0
17835279,0,0,0,0,1,1
3834686,0,0,0,0,1,0
11658650,0,0,0,0,1,3
1521682,0,0,0,0,1,0
3775878,0,0,0,0,1,3
35432562,0,0,0,0,1,3
284549,0,0,0,0,1,3
7892705,0,0,0,0,1,3
11841700,0,0,0,1,0,2
4141142,0,0,0,0,1,0
12686052,0,0,0,0,1,0
29247321,0,0,0,0,1,3
17220121,0,0,0,0,1,1
10048039,0,0,0,0,1,0
23422562,0,0,0,0,1,0
30705955,0,0,0,0,1,0
26414709,0,0,0,0,1,3
10369524,0,0,0,0,1,0
14193612,0,0,0,0,1,0
20142268,0,0,0,0,1,0
20712190,0,0,0,0,1,3
19665029,0,0,0,0,1,1
8702419,0,0,0,0,1,0
1978447,0,0,0,1,0,2
32992001,0,0,0,0,1,1
22767876,0,0,0,0,1,1
2265660,0,0,0,0,1,0
11623362,0,0,0,0,1,0
1772458,0,0,0,0,1,3
29775384,0,0,0,0,1,3
30971891,0,0,0,0,1,3
26994596,0,0,0,0,1,3
5069496,0,0,0,0,1,3
1409862,0,0,0,0,1,0
25490364,0,0,0,0,1,0
15936349,0,0,0,0,1,1
2537594,0,0,0,0,1,0
7175834,0,0,0,0,1,3
22145602,0,0,0,0,1,1
31218048,0,0,0,0,1,3
4150477,0,0,0,0,1,0
16959664,0,0,0,0,1,0
2321989,0,0,0,0,1,0
256852,0,0,0,0,1,0
22423213,0,0,0,0,1,1
1367952,0,0,0,0,1,0
40761246,0,0,0,0,1,1
38252408,0,0,0,0,1,3
18813301,0,0,0,0,1,1
11367765,0,0,0,0,1,3
4509966,0,0,0,1,0,2
6991062,0,0,0,0,1,0
22533177,0,0,0,0,1,3
23378249,0,0,0,1,0,2
4446811,0,0,0,0,1,0
17712527,0,0,0,0,1,0
1815271,0,0,0,0,1,3
26590255,0,0,0,0,1,3
27823214,0,0,0,0,1,0
11687221,0,0,0,0,1,0
12492060,0,0,0,0,1,3
5704243,0,0,0,0,1,0
29767718,0,0,0,0,1,1
3726902,0,0,0,1,0,2
34700572,0,0,0,0,1,0
4575397,0,0,0,0,1,1
511579,0,0,0,0,1,0
14148867,0,0,0,0,1,0
15655742,0,0,0,0,1,0
9867494,0,0,0,0,1,0
30062410,0,0,0,0,1,1
16983446,0,0,0,0,1,0
4736520,1,0,1,0,0,2
19539375,0,0,0,0,1,3
7152753,0,0,0,0,1,0
7972324,0,0,0,0,1,0
32297032,0,0,0,0,1,0
14423520,0,0,0,0,1,1
1562179,0,0,0,0,1,0
1835666,0,0,0,0,1,0
31236387,0,0,0,0,1,3
26852727,0,0,0,0,1,0
15875896,0,0,0,0,1,2
21077576,0,0,0,0,1,3
5974085,0,0,0,0,1,3
10969226,0,0,0,0,1,0
28175969,0,0,0,0,1,3
10520836,0,0,0,0,1,0
15957089,0,0,0,0,1,0
14766516,0,0,0,0,1,0
3362715,0,0,0,0,1,0
5053900,0,0,0,0,1,0
16818049,0,0,0,0,1,0
8606284,0,0,0,0,1,2
16888086,0,0,0,0,1,0
36170666,0,0,0,0,1,1
9383398,0,0,0,0,1,2
25274027,0,0,0,0,1,0
35534269,0,0,0,0,1,3
16256329,0,0,0,0,1,3
15648779,0,0,0,0,1,0
7560973,0,0,0,0,1,0
18731768,0,0,0,0,1,0
17922212,0,0,0,0,1,0
6419181,0,0,0,0,1,0
9808513,0,0,0,0,1,1
22074056,0,0,0,0,1,3
22330776,0,0,0,0,1,1
17236404,0,0,0,0,1,3
41108948,0,0,0,0,1,1
14214263,0,0,0,0,1,1
40010425,0,0,0,0,1,1
32471815,0,0,0,0,1,1
36260372,0,0,0,0,1,0
10634375,0,0,0,0,1,0
17580096,0,0,0,0,1,0
558039,0,0,0,0,1,3
4515949,0,0,0,0,1,3
11352391,0,0,0,0,1,1
7842870,0,0,0,0,1,0
5103799,0,0,0,1,0,2
8019964,0,0,0,0,1,2
15639362,0,0,0,0,1,0
11065428,0,0,0,1,0,2
37265261,0,0,0,0,1,3
17978347,0,0,0,0,1,0
14205763,0,0,0,0,1,1
22125900,0,0,0,0,1,0
31645443,0,0,0,0,1,0
27589684,0,0,0,0,1,0
12385091,0,0,0,0,1,0
8227211,0,0,0,1,0,2
35155,0,0,0,0,1,1
21294384,0,0,0,0,1,3
21685351,0,0,0,0,1,3
21312232,0,0,0,0,1,3
8026667,0,0,0,0,1,0
15696724,0,0,0,0,1,3
4096070,0,0,0,0,1,2
9432358,0,0,0,0,1,2
26670219,0,0,0,0,1,0
207140,0,0,0,0,1,0
11375666,0,0,0,0,1,0
17364881,0,0,0,0,1,2
2751259,0,0,0,0,1,2
2773683,0,0,0,0,1,3
18194688,0,0,0,0,1,2
25498760,0,0,0,0,1,0
7401620,1,0,1,0,0,2
39316124,0,0,0,0,1,1
9821557,0,0,0,0,1,0
14413289,0,0,0,0,1,1
28906378,0,0,0,0,1,1
4442603,0,0,0,0,1,0
14529238,0,0,0,0,1,3
12194288,0,0,0,0,1,0
20216398,0,0,0,0,1,3
33688175,0,0,0,0,1,3
4371686,0,0,0,0,1,2
27862581,0,0,0,0,1,0
32296180,0,0,0,0,1,1
29124975,0,0,0,0,1,1
7308398,0,0,0,0,1,0
12229733,0,0,0,0,1,0
10680045,0,0,0,1,0,2
4463303,0,0,0,0,1,0
4760178,0,0,0,0,1,0
3630216,0,0,0,0,1,0
11877312,0,0,0,0,1,0
21641329,0,0,0,0,1,1
29191711,0,0,0,0,1,3
32131433,0,0,0,0,1,1
6454560,0,0,0,0,1,2
1484927,0,0,0,0,1,0
15708173,0,0,0,0,1,1
26772423,0,0,0,0,1,1
9537776,0,0,0,0,1,0
7983789,0,0,0,0,1,0
6098978,0,0,0,0,1,0
2793904,0,0,0,0,1,2
30062131,0,0,0,0,1,1
11956803,0,0,0,0,1,0
14730616,0,0,0,1,0,2
22756795,0,0,0,0,1,1
3004553,0,0,0,0,1,0
2639940,0,0,0,0,1,0
1519131,0,0,0,0,1,0
28866936,0,0,0,0,1,3
38749185,0,0,0,0,1,1
32888933,0,0,0,0,1,3
34196525,0,0,0,0,1,1
7816213,0,0,0,0,1,3
19961862,0,0,0,0,1,3
5625195,0,0,0,0,1,0
25821666,0,0,0,0,1,3
4628085,0,0,0,0,1,1
2588718,0,0,0,0,1,0
186141,0,0,0,0,1,3
716418,0,0,0,0,1,0
23818532,0,0,0,0,1,3
20565620,0,0,0,0,1,3
12880829,0,0,0,0,1,1
21558304,0,0,0,0,1,0
14288726,0,0,0,0,1,0
5348079,0,0,0,0,1,2
4158632,0,0,0,0,1,0
8610778,0,0,0,0,1,3
25473144,0,0,0,0,1,1
14655063,0,0,0,0,1,2
8025684,0,0,0,0,1,0
16335945,0,0,0,0,1,3
11491700,0,0,0,0,1,0
23066804,0,0,0,0,1,3
15936009,0,0,0,0,1,0
11692783,0,0,0,0,1,0
9984447,0,0,0,0,1,2
717622,0,0,0,0,1,1
31129381,0,0,0,0,1,0
17320064,0,0,0,0,1,0
17867418,0,0,0,0,1,0
34079900,0,0,0,0,1,3
8821306,0,0,0,0,1,0
20053474,1,0,1,0,0,2
32507039,0,0,0,0,1,3
12167258,0,0,0,0,1,0
8948990,0,0,0,0,1,0
12150537,0,0,0,0,1,0
4210493,0,0,0,0,1,2
12637403,0,0,0,0,1,0
7643338,0,0,0,0,1,0
16973097,0,0,0,0,1,0
17378022,0,0,0,0,1,2
8135590,0,0,0,0,1,0
1023475,0,0,0,0,1,0
2662293,0,0,0,0,1,0
11626924,0,0,0,0,1,0
8320912,0,0,0,0,1,0
15769211,0,0,0,0,1,1
8678170,0,0,0,0,1,0
30078883,0,0,0,0,1,3
4377556,0,0,0,0,1,0
22485402,0,0,0,0,1,0
9366419,0,0,0,0,1,2
9611806,0,0,0,0,1,0
27779899,0,0,0,0,1,1
14834207,0,0,0,0,1,0
14626231,0,0,0,0,1,0
30827143,0,0,0,0,1,1
3679768,1,0,1,0,0,2
22427400,0,0,0,0,1,2
14798988,0,0,0,0,1,0
14944519,0,0,0,0,1,3
16565195,0,0,0,0,1,3
16750414,0,0,0,0,1,3
6346321,0,0,0,0,1,0
16310239,0,0,0,0,1,2
30547460,0,0,0,0,1,0
33792989,0,0,0,0,1,3
21759086,0,0,0,0,1,0
16385466,0,0,0,0,1,0
26079207,0,0,0,0,1,1
33658931,0,0,0,0,1,3
7729044,0,0,0,0,1,3
16377780,0,0,0,0,1,2
3071058,0,0,0,0,1,3
7958010,0,0,0,0,1,0
1595993,0,0,0,0,1,0
5630523,1,0,1,0,0,2
91094,0,0,0,0,1,0
17223590,0,0,0,0,1,0
12705880,0,0,0,0,1,0
7499044,0,0,0,0,1,0
23652745,0,0,0,0,1,0
25015924,0,0,0,0,1,3
22218865,0,0,0,0,1,0
38320449,0,0,0,0,1,0
34135533,0,0,0,0,1,3
24056594,0,0,0,0,1,0
8253947,0,0,0,0,1,2
17363106,0,0,0,0,1,0
2719616,0,0,0,0,1,3
4072735,0,0,0,0,1,0
3213820,0,0,0,0,1,3
3912859,0,0,0,1,0,2
19811653,0,0,0,0,1,0
6859657,0,0,0,0,1,3
988087,0,0,0,0,1,0
7860921,0,0,0,0,1,0
11345292,0,0,0,0,1,3
5175754,0,0,0,0,1,0
21500470,0,0,0,0,1,0
12670747,0,0,0,0,1,0
11109005,0,0,0,0,1,0
15829596,0,0,0,0,1,2
10352448,0,0,0,0,1,0
1656674,0,0,0,0,1,3
17420654,0,0,0,0,1,2
12228159,0,0,0,0,1,2
17456720,0,0,0,0,1,0
19738417,0,0,0,0,1,0
3255958,0,0,0,0,1,0
9927797,0,0,0,0,1,2
7630204,0,0,0,0,1,0
6479354,0,0,0,0,1,1
6253701,0,0,0,1,0,2
19974943,0,0,0,0,1,3
15861102,0,0,0,0,1,0
42327216,0,0,0,0,1,0
36517793,0,0,0,0,1,3
11027935,0,0,0,0,1,0
16214446,0,0,0,0,1,0
17708113,0,0,0,0,1,3
1866094,0,0,0,0,1,0
32990687,0,0,0,0,1,0
20014611,0,0,0,0,1,1
3094178,0,0,0,0,1,1
2637120,0,0,0,0,1,0
10655532,0,0,0,0,1,0
1569572,0,0,0,0,1,0
20816075,0,0,0,0,1,0
7464791,0,0,0,0,1,3
30870924,0,0,0,0,1,3
11784931,0,0,0,0,1,0
9472323,0,0,0,0,1,0
35062813,0,0,0,0,1,1
18872288,0,0,0,0,1,0
4149038,0,0,0,0,1,0
12210733,0,0,0,0,1,0
8495699,0,0,0,0,1,3
38521826,0,0,0,0,1,1
36245227,0,0,0,0,1,0
26132307,0,0,0,0,1,1
9326327,0,0,0,0,1,0
3456119,0,0,0,0,1,0
10163993,0,0,0,0,1,0
11408648,0,0,0,0,1,2
24141858,0,0,0,0,1,1
18866405,0,0,0,0,1,2
20934365,0,0,0,0,1,3
22399942,0,0,0,0,1,1
20729775,0,0,0,0,1,0
35086061,0,0,0,0,1,0
5287867,0,0,0,0,1,2
27265538,0,0,0,0,1,1
19721888,0,0,0,0,1,3
4328454,0,0,0,0,1,0
28443372,0,0,0,0,1,1
9547557,0,0,0,0,1,0
22715893,0,0,0,0,1,1
34268435,0,0,0,0,1,3
3270560,0,0,0,0,1,0
27995190,0,0,0,0,1,0
26148035,0,0,0,0,1,0
17893123,0,0,0,0,1,0
36398889,0,0,0,0,1,3
12884547,0,0,0,0,1,0
11426731,0,0,0,0,1,0
14904318,0,0,0,0,1,1
18843558,0,0,0,0,1,0
9474228,0,0,0,0,1,0
11610804,0,0,0,0,1,0
25316164,0,0,0,0,1,3
10536796,0,0,0,0,1,0
31243615,0,0,0,0,1,3
12734491,0,0,0,0,1,3
2041741,0,0,0,0,1,1
21206007,0,0,0,0,1,0
10015747,0,0,0,1,0,2
11166125,0,0,0,0,1,0
23972890,0,0,0,0,1,3
18001858,0,0,0,0,1,0
6944501,0,0,0,0,1,0
12708219,0,0,0,0,1,3
20667683,0,0,0,0,1,1
17478872,0,0,0,0,1,1
23758916,0,0,0,0,1,0
11470892,0,0,0,0,1,0
28601408,0,0,0,0,1,0
7897429,0,0,0,0,1,0
11715218,0,0,0,0,1,0
16025293,0,0,0,1,0,2
39240893,0,0,0,0,1,1
16886484,0,0,0,0,1,0
3651554,0,0,0,0,1,0
8190465,0,0,0,1,0,2
17470378,0,0,0,0,1,0
35501646,0,0,0,0,1,1
11702376,0,0,0,0,1,0
32355012,0,0,0,0,1,1
3123557,0,0,0,0,1,0
24238267,0,0,0,0,1,3
2802381,0,0,0,0,1,3
30583904,0,0,0,0,1,3
5835170,0,0,0,0,1,2
1617315,0,0,0,0,1,3
11141308,0,0,0,0,1,3
26584546,0,0,0,0,1,0
15566016,0,0,0,0,1,3
15708234,0,0,0,0,1,0
19746807,0,0,0,0,1,0
2455730,0,0,0,0,1,0
29222816,0,0,0,0,1,1
28104577,0,0,0,1,0,1
20314313,0,0,0,0,1,1
20966783,0,0,0,0,1,1
3431977,0,0,0,0,1,0
15866316,0,0,0,0,1,2
5762173,0,0,0,0,1,0
23556726,0,0,0,0,1,3
1491386,0,0,0,0,1,0
27935131,0,0,0,0,1,3
24257963,0,0,0,0,1,1
39326492,0,0,0,0,1,1
23394042,0,0,0,0,1,3
11109338,0,0,0,0,1,0
22377244,0,0,0,0,1,0
21197566,0,0,0,0,1,0
22580229,0,0,0,0,1,3
11441789,0,0,0,0,1,0
19920635,0,0,0,0,1,1
14149434,0,0,0,0,1,0
1981322,0,0,0,0,1,0
7763347,0,0,0,0,1,0
4384662,0,0,0,0,1,2
14869071,0,0,0,0,1,0
11109235,0,0,0,0,1,2
41331389,0,0,0,0,1,3
6200154,0,0,0,0,1,1
1550988,0,0,0,0,1,2
14679165,0,0,0,0,1,1
16368066,0,0,0,0,1,2
11000017,0,0,0,0,1,3
25664240,0,0,0,0,1,0
14518370,0,0,0,0,1,0
10035136,0,0,0,0,1,2
8367029,0,0,0,0,1,2
34666718,0,0,0,0,1,3
7861632,0,0,0,0,1,0
9885902,0,0,0,0,1,0
9663679,0,0,0,0,1,0
11268827,0,0,0,0,1,0
18998559,0,0,0,0,1,0
8939777,0,0,0,0,1,3
10004612,0,0,0,0,1,0
19963550,0,0,0,0,1,0
495265,0,0,0,0,1,3
24281972,0,0,0,0,1,1
9826812,0,0,0,0,1,2
38300117,0,0,0,0,1,1
32494842,0,0,0,0,1,1
8362656,0,0,0,0,1,0
16729453,0,0,0,0,1,0
20900997,0,0,0,0,1,3
23641672,0,0,0,0,1,3
15087253,0,0,0,0,1,0
11326903,0,0,0,0,1,0
14379362,0,0,0,0,1,1
598079,0,0,0,0,1,0
1457001,0,0,0,1,0,2
4366856,0,0,0,0,1,3
11604041,0,0,0,0,1,0
21045469,0,0,0,0,1,0
5643644,0,0,0,0,1,0
29015620,0,0,0,0,1,0
8010400,0,0,0,0,1,0
22260367,0,0,0,0,1,2
6479080,0,0,0,0,1,0
19950495,0,0,0,0,1,0
21107212,0,0,0,0,1,0
29439427,0,0,0,0,1,1
671692,0,0,0,0,1,0
35408664,0,0,0,0,1,0
8444101,0,0,0,0,1,0
809970,0,0,0,0,1,0
14302078,0,0,0,0,1,1
4376676,0,0,0,0,1,3
36493835,0,0,0,0,1,1
2082913,0,0,0,0,1,0
11810413,0,0,0,0,1,0
10704403,0,0,0,0,1,0
12166702,0,0,0,0,1,0
12658273,0,0,0,0,1,3
1406934,0,0,0,0,1,0
16420899,0,0,0,0,1,3
21925816,0,0,0,0,1,3
1711660,0,0,0,0,1,0
17386586,0,0,0,0,1,1
27590904,0,0,0,0,1,1
39236151,0,0,0,0,1,1
8898479,0,0,0,0,1,2
32627076,0,0,0,0,1,3
3078146,0,0,0,1,0,2
9870150,0,0,0,0,1,2
18157457,0,0,0,0,1,1
16347876,0,0,0,0,1,0
24013670,0,0,0,0,1,1
27704793,0,0,0,0,1,3
14433453,0,0,0,0,1,0
18136163,0,0,0,0,1,3
11655925,0,0,0,0,1,0
10085031,1,0,1,0,0,2
2898346,0,0,0,0,1,2
12212326,0,0,0,0,1,3
18920072,0,0,0,0,1,1
22914864,0,0,0,0,1,0
4964544,1,0,1,0,0,2
1810947,0,0,0,0,1,1
17994178,0,0,0,0,1,0
18982477,0,0,0,0,1,1
16120314,0,0,0,0,1,0
25293873,0,0,0,0,1,1
17002549,0,0,0,0,1,0
303396,0,0,0,0,1,0
17363380,0,0,0,0,1,0
3973468,0,0,0,0,1,0
7779548,0,0,0,0,1,3
3153312,0,0,0,0,1,0
3794690,0,0,0,0,1,2
14597914,0,0,0,0,1,0
21956860,0,0,0,0,1,0
29147225,0,0,0,0,1,1
18009955,0,0,0,0,1,1
27587302,0,0,0,0,1,1
2218098,0,0,0,0,1,0
4732478,0,0,0,0,1,0
18098268,0,0,0,0,1,0
18214962,0,0,0,0,1,0
20340721,0,0,0,0,1,0
11965722,0,0,0,0,1,0
14241430,0,0,0,0,1,0
17821893,0,0,0,0,1,2
15361616,0,0,0,0,1,0
19773131,0,0,0,0,1,0
25959656,0,0,0,0,1,3
6761787,0,0,0,0,1,0
3192096,0,0,0,0,1,3
26855065,0,0,0,0,1,0
2496999,0,0,0,0,1,1
20774472,0,0,0,0,1,3
21783873,0,0,0,0,1,0
14855193,0,0,0,0,1,1
22747630,0,0,0,0,1,3
10761171,0,0,0,0,1,0
8528706,0,0,0,0,1,0
24113119,0,0,0,0,1,0
17035217,0,0,0,0,1,0
970428,0,0,0,0,1,0
431393,0,0,0,0,1,3
17212349,0,0,0,0,1,0
37787665,0,0,0,0,1,3
114812,0,0,0,0,1,0
7304463,0,0,0,0,1,3
540628,0,0,0,0,1,0
12019843,0,0,0,1,0,2
32665666,0,0,0,0,1,3
12706457,0,0,0,0,1,0
4708958,0,0,0,0,1,3
3910383,0,0,0,0,1,0
21972422,0,0,0,0,1,1
956853,0,0,0,0,1,0
29131342,0,0,0,0,1,1
4402461,0,0,0,0,1,0
11948416,0,0,0,1,0,1
18091282,0,0,0,0,1,1
19035686,0,0,0,0,1,3
11714500,0,0,0,0,1,0
17852601,0,0,0,0,1,0
1150415,0,0,0,0,1,3
11244153,0,0,0,0,1,0
2736751,0,0,0,1,0,2
16872028,0,0,0,0,1,3
4077882,0,0,0,0,1,0
1421777,0,0,0,0,1,2
21107713,0,0,0,0,1,0
5176303,0,0,0,0,1,0
12147316,0,0,0,0,1,0
16666351,0,0,0,0,1,0
27355094,0,0,0,0,1,3
16227276,0,0,0,0,1,3
2458749,0,0,0,0,1,0
17115912,0,0,0,0,1,0
22221785,0,0,0,0,1,0
6903510,0,0,0,0,1,0
4237596,0,0,0,0,1,0
6100171,0,0,0,0,1,0
29160929,0,0,0,0,1,3
11685897,0,0,0,0,1,1
30702440,0,0,0,0,1,3
10940893,0,0,0,0,1,0
20211667,0,0,0,0,1,0
31902927,0,0,0,0,1,0
15899834,0,0,0,1,0,2
243995,0,0,0,0,1,0
9225564,0,0,0,0,1,2
17287477,0,0,0,0,1,0
16467165,0,0,0,0,1,2
16016394,0,0,0,0,1,1
23104958,0,0,0,0,1,3
10684716,0,0,0,0,1,0
3021715,0,0,0,0,1,0
30668,0,0,0,0,1,0
20015440,0,0,0,0,1,0
16667263,0,0,0,0,1,1
2067586,0,0,0,0,1,0
21392895,0,0,0,0,1,3
9728003,0,0,0,0,1,0
17169070,0,0,0,0,1,3
2880403,0,0,0,0,1,2
15690572,0,0,0,0,1,0
8780018,0,0,0,0,1,1
3664379,0,0,0,0,1,0
2040076,0,0,0,0,1,0
21031482,0,0,0,0,1,0
26289939,0,0,0,0,1,0
11284187,0,0,0,0,1,0
3826934,0,0,0,0,1,0
21144159,0,0,0,0,1,2
12270399,0,0,0,0,1,2
18961973,0,0,0,0,1,0
20436392,0,0,0,0,1,0
1598591,0,0,0,0,1,2
29609553,0,0,0,0,1,1
14221090,0,0,0,0,1,3
5408528,0,0,0,0,1,0
17307720,0,0,0,0,1,0
35007566,0,0,0,0,1,0
3850257,0,0,0,0,1,0
21405963,0,0,0,0,1,0
39167840,0,0,0,0,1,0
7716850,0,0,0,0,1,3
37856897,0,0,0,0,1,0
15723970,0,0,0,0,1,0
30932203,0,0,0,1,0,1
11695362,0,0,0,0,1,0
19717856,0,0,0,0,1,0
1450103,0,0,0,0,1,0
22427975,0,0,0,0,1,0
2185206,0,0,0,0,1,0
12337322,0,0,0,0,1,0
2851714,0,0,0,0,1,0
1775274,0,0,0,0,1,0
12029434,0,0,0,0,1,3
321154,0,0,0,0,1,0
14804890,0,0,0,0,1,0
1088616,0,0,0,0,1,1
20715058,0,0,0,0,1,0
22767608,0,0,0,0,1,3
11466498,0,0,0,0,1,0
22775393,0,0,0,0,1,1
17993483,0,0,0,0,1,0
10633204,0,0,0,0,1,0
473719,0,0,0,0,1,0
21627362,0,0,0,0,1,3
14330849,0,0,0,0,1,1
19918990,0,0,0,0,1,3
16876678,0,0,0,0,1,2
2331267,0,0,0,0,1,2
3535492,0,0,0,0,1,2
1563062,0,0,0,0,1,0
14848522,0,0,0,0,1,0
29803683,0,0,0,0,1,0
41500716,0,0,0,0,1,0
6882810,0,0,0,0,1,1
9371015,0,0,0,0,1,0
3582733,0,0,0,0,1,2
3229108,0,0,0,0,1,2
15651944,0,0,0,0,1,2
35740341,0,0,0,0,1,3
18176327,0,0,0,0,1,1
960901,0,0,0,0,1,2
3495472,0,0,0,0,1,1
12220080,0,0,0,0,1,0
14503560,0,0,0,0,1,2
12176163,0,0,0,0,1,0
420646,0,0,0,0,1,3
2274710,0,0,0,0,1,0
24163590,0,0,0,0,1,0
4312578,0,0,0,0,1,2
12043694,0,0,0,0,1,0
25796252,0,0,0,0,1,1
19912554,0,0,0,0,1,0
4476385,0,0,0,0,1,3
26486331,0,0,0,1,0,1
134993,0,0,0,0,1,0
11150671,0,0,0,1,0,2
2283209,0,0,0,0,1,0
3960095,0,0,0,0,1,0
14555979,0,0,0,0,1,3
30653866,0,0,0,0,1,3
9638212,0,0,0,0,1,2
14248863,0,0,0,0,1,0
9427003,0,0,0,0,1,2
3767263,0,0,0,0,1,2
7564675,0,0,0,0,1,0
20087961,0,0,0,1,0,2
4629019,0,0,0,0,1,0
14377631,0,0,0,0,1,0
26681324,0,0,0,0,1,3
7032833,0,0,0,0,1,0
560192,0,0,0,0,1,1
350366,0,0,0,0,1,0
30773114,0,0,0,0,1,1
1137359,0,0,0,0,1,2
15648656,0,0,0,0,1,2
20683369,0,0,0,0,1,3
11618401,0,0,0,0,1,0
11808597,0,0,0,0,1,2
9570493,0,0,0,0,1,0
2636411,0,0,0,0,1,0
2180044,0,0,0,0,1,0
4004734,0,0,0,0,1,0
11573224,0,0,0,0,1,0
7815177,0,0,0,1,0,2
9578146,0,0,0,0,1,2
36161354,0,0,0,0,1,3
12786601,0,0,0,0,1,1
37411362,0,0,0,0,1,0
4436284,0,0,0,0,1,0
488668,0,0,0,0,1,0
20357123,0,0,0,0,1,0
17447945,0,0,0,0,1,1
1282396,0,0,0,0,1,3
36970301,0,0,0,0,1,3
17463643,0,0,0,0,1,3
14121960,0,0,0,0,1,0
19025225,0,0,0,0,1,0
29560729,0,0,0,0,1,3
22006679,0,0,0,0,1,3
16423698,0,0,0,0,1,0
7990092,0,0,0,0,1,0
17390015,0,0,0,0,1,0
26382454,0,0,0,0,1,0
89737,0,0,0,0,1,0
2319441,0,0,0,0,1,0
17822312,0,0,0,0,1,1
15556775,0,0,0,0,1,0
23771891,0,0,0,0,1,3
14370360,0,0,0,0,1,0
22285499,0,0,0,0,1,0
41570331,0,0,0,0,1,0
861510,0,0,0,0,1,0
4125305,0,0,0,0,1,0
1307163,1,0,1,0,0,2
2588713,0,0,0,0,1,0
6182135,0,0,0,0,1,0
32553449,0,0,0,0,1,0
12629312,0,0,0,0,1,0
480891,0,0,0,1,0,2
23894564,0,0,0,0,1,1
26997280,0,0,0,0,1,0
9846099,0,0,0,0,1,0
30414484,0,0,0,0,1,3
5708149,0,0,0,0,1,0
9832773,0,0,0,0,1,1
37431750,0,0,0,0,1,3
3897304,0,0,0,0,1,0
31841401,0,0,0,0,1,3
7629041,0,0,0,0,1,0
7991815,0,0,0,0,1,2
21771090,0,0,0,0,1,0
14078959,0,0,0,0,1,0
30198037,0,0,0,0,1,1
6377022,0,0,0,0,1,3
14426350,0,0,0,0,1,0
4452010,0,0,0,0,1,2
20659772,0,0,0,0,1,0
8217515,0,0,0,0,1,3
